is_black_box,is_combinational,is_sequential,is_physical_only,is_mapped,is_fixed,is_hard_macro,is_hierarchical,area,width,height,dont_touch,is_dont_touch,is_buffer,is_inverter,is_latch,is_ff,is_clock_gate,preserve_boundary,is_scan,is_dont_scan,is_size_only,is_multibit,mbit_width,is_map_to_multibit,is_memory,is_dont_ungroup,is_pad_cell,is_user_hierarchy,delay_rise_ap
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.042723
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.046497
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.053885
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.066676
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.047113
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.044743
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.039611
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.117783
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.040525
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.040525
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.043078
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.0431
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.046398
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.046372
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.046439
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.044978
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.043556
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.042852
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.047365
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.044882
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.046243
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.044425
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.041174
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.043615
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.051122
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.041992
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.054791
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035741
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035764
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.03603
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.036067
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035959
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035689
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.041122
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.036067
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.036104
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035689
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.041122
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035956
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035565
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035764
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.039785
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035956
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035565
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035776
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.042593
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.038247
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.036128
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035969
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.041122
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.038111
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.038316
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.03519
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.039237
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.036067
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035959
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.03711
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.048354
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.036067
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.036104
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035998
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.042049
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.039301
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.04018
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.040129
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.037308
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.037308
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.037308
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.03866
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.037308
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035741
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035764
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.03603
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035741
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035764
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.03603
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035741
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035764
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.39968,2.43,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.03603
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14048,1.98,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,0.035741
